country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","26-02-2026 19:00:00",28.674045,77.131023,SO2,NA,NA,NA
India,Delhi,Delhi,"Pusa, Delhi - IMD","26-02-2026 19:00:00",28.636110,77.173332,PM10,86,247,156
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","26-02-2026 19:00:00",22.320153,73.216285,PM10,44,126,74
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","26-02-2026 19:00:00",20.362421,72.918013,NO2,10,23,15
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","26-02-2026 19:00:00",22.969611,72.643500,PM2.5,35,325,139
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","26-02-2026 19:00:00",22.969611,72.643500,CO,8,38,15
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","26-02-2026 19:00:00",22.969611,72.643500,OZONE,30,46,45
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","26-02-2026 19:00:00",28.6701,76.9254,NH3,NA,NA,NA
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","26-02-2026 19:00:00",28.6701,76.9254,SO2,NA,NA,NA
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","26-02-2026 19:00:00",28.6701,76.9254,OZONE,NA,NA,NA
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","26-02-2026 19:00:00",28.3419248,77.319699,NO2,19,21,20
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","26-02-2026 19:00:00",29.536400,75.015800,OZONE,41,85,66
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","26-02-2026 19:00:00",30.943887,76.801991,PM10,127,210,158
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","26-02-2026 19:00:00",30.943887,76.801991,CO,46,78,52
India,Jammu_and_Kashmir,Pampore,"Khrew, Pampore - JKPCC","26-02-2026 19:00:00",34.031606,75.009712,NO2,13,57,28
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC","26-02-2026 19:00:00",34.066206,74.819820,PM10,24,56,37
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC","26-02-2026 19:00:00",34.066206,74.819820,OZONE,1,1,1
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","26-02-2026 19:00:00",23.80569,86.44268,NO2,NA,NA,NA
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","26-02-2026 19:00:00",23.80569,86.44268,SO2,NA,NA,NA
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","26-02-2026 19:00:00",29.966942,76.875879,NH3,5,5,5
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","26-02-2026 19:00:00",28.360699,76.936090,PM10,38,413,199
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","26-02-2026 19:00:00",28.060249,76.113115,PM10,31,157,84
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","26-02-2026 19:00:00",28.060249,76.113115,NO2,36,59,48
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","26-02-2026 19:00:00",28.060249,76.113115,NH3,8,16,12
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","26-02-2026 19:00:00",28.060249,76.113115,CO,58,85,67
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","26-02-2026 19:00:00",28.1485564,77.3320667,PM2.5,44,75,59
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","26-02-2026 19:00:00",28.1485564,77.3320667,PM10,47,87,67
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","26-02-2026 19:00:00",28.1485564,77.3320667,NO2,23,25,24
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","26-02-2026 19:00:00",28.1485564,77.3320667,CO,15,72,33
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","26-02-2026 19:00:00",28.4275,77.1465,PM10,NA,NA,NA
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","26-02-2026 19:00:00",28.4501238,77.0263051,OZONE,NA,NA,NA
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","26-02-2026 19:00:00",29.140560,75.744941,NO2,NA,NA,NA
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","26-02-2026 19:00:00",29.140560,75.744941,OZONE,84,117,110
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","26-02-2026 19:00:00",29.695300,77.002700,NO2,6,7,6
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","26-02-2026 19:00:00",29.695300,77.002700,SO2,1,5,2
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","26-02-2026 19:00:00",29.695300,77.002700,CO,1,10,3
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","26-02-2026 19:00:00",29.966942,76.875879,PM2.5,144,266,205
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","26-02-2026 19:00:00",28.3153,76.9143,PM2.5,79,336,192
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","26-02-2026 19:00:00",28.3153,76.9143,NO2,1,64,33
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","26-02-2026 19:00:00",30.7057778,76.8531805555555,SO2,14,16,15
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","26-02-2026 19:00:00",29.432304,76.972765,PM10,111,138,126
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","26-02-2026 19:00:00",28.52123,76.37138,SO2,10,13,12
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","26-02-2026 19:00:00",28.52123,76.37138,OZONE,NA,NA,NA
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","26-02-2026 19:00:00",29.536400,75.015800,NO2,18,95,25
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","26-02-2026 19:00:00",12.920984,77.584908,SO2,3,29,11
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","26-02-2026 19:00:00",12.7816279,77.6299145,SO2,19,20,20
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","26-02-2026 19:00:00",12.921418,77.502466,PM10,58,166,108
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","26-02-2026 19:00:00",12.921418,77.502466,NO2,24,31,31
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","26-02-2026 19:00:00",12.921418,77.502466,CO,2,33,19
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","26-02-2026 19:00:00",12.990328,77.5431385,SO2,6,7,7
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","26-02-2026 19:00:00",13.0246342,77.5080115,PM10,63,119,78
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","26-02-2026 19:00:00",28.3419248,77.319699,SO2,2,7,4
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","26-02-2026 19:00:00",28.806223,76.141105,PM10,48,103,65
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","26-02-2026 19:00:00",28.806223,76.141105,NO2,7,10,8
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","26-02-2026 19:00:00",28.806223,76.141105,SO2,1,9,4
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","26-02-2026 19:00:00",28.39072,77.30059,PM2.5,184,209,194
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","26-02-2026 19:00:00",28.39072,77.30059,CO,10,14,11
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","26-02-2026 19:00:00",12.9135218,77.5950804,NH3,3,3,3
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","26-02-2026 19:00:00",12.951913,77.539784,OZONE,47,303,216
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","26-02-2026 19:00:00",12.9756843,77.5660749,NO2,36,39,38
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","26-02-2026 19:00:00",12.920984,77.584908,PM2.5,58,117,77
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","26-02-2026 19:00:00",12.920984,77.584908,PM10,59,140,92
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","26-02-2026 19:00:00",28.376058,77.315741,NH3,9,10,10
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","26-02-2026 19:00:00",28.4417,77.3217,PM10,11,139,112
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","26-02-2026 19:00:00",29.503664,75.467934,PM10,9,34,19
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","26-02-2026 19:00:00",28.4227,77.0667,PM2.5,142,439,317
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","26-02-2026 19:00:00",15.3714823,75.1160168,CO,6,20,14
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","26-02-2026 19:00:00",17.336318,76.847397,NO2,11,19,15
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","26-02-2026 19:00:00",17.336318,76.847397,NH3,2,3,3
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","26-02-2026 19:00:00",17.336318,76.847397,CO,34,47,38
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","26-02-2026 19:00:00",12.415911,75.735050,SO2,7,7,7
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","26-02-2026 19:00:00",12.415911,75.735050,OZONE,2,5,3
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","26-02-2026 19:00:00",12.21041,76.37376,PM2.5,21,51,31
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","26-02-2026 19:00:00",12.21041,76.37376,SO2,2,5,3
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","26-02-2026 19:00:00",12.21041,76.37376,CO,8,38,18
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","26-02-2026 19:00:00",12.733409,77.298051,PM2.5,30,94,61
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","26-02-2026 19:00:00",12.733409,77.298051,SO2,12,17,14
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","26-02-2026 19:00:00",16.802639,75.722694,PM2.5,29,31,30
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","26-02-2026 19:00:00",16.7602,77.1428,PM10,49,142,78
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","26-02-2026 19:00:00",16.7602,77.1428,CO,16,46,18
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","26-02-2026 19:00:00",10.073232,76.302765,PM2.5,21,111,60
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","26-02-2026 19:00:00",10.073232,76.302765,CO,19,100,71
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","26-02-2026 19:00:00",10.073232,76.302765,OZONE,14,16,15
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","26-02-2026 19:00:00",11.875000,75.373200,SO2,3,4,3
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","26-02-2026 19:00:00",8.8787,76.6073,PM2.5,NA,NA,NA
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","26-02-2026 19:00:00",8.8787,76.6073,NO2,NA,NA,NA
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","26-02-2026 19:00:00",8.8787,76.6073,OZONE,33,35,35
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","26-02-2026 19:00:00",8.563700,76.886500,PM10,35,86,59
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","26-02-2026 19:00:00",8.563700,76.886500,NO2,6,7,6
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","26-02-2026 19:00:00",10.532400,76.215900,PM2.5,36,52,45
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","26-02-2026 19:00:00",23.264759,77.381568,PM10,59,149,95
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","26-02-2026 19:00:00",23.210494,77.425409,SO2,3,23,14
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","26-02-2026 19:00:00",23.233584,77.400574,PM2.5,28,84,48
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","26-02-2026 19:00:00",23.233584,77.400574,NO2,25,80,42
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","26-02-2026 19:00:00",23.233584,77.400574,CO,28,94,40
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","26-02-2026 19:00:00",23.233584,77.400574,OZONE,12,127,113
India,"Madhya Pradesh",Damoh,"Shrivastav Colony, Damoh - MPPCB","26-02-2026 19:00:00",23.81748678,79.446246,PM10,53,131,90
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","26-02-2026 19:00:00",13.428828,77.731418,PM2.5,57,126,78
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","26-02-2026 19:00:00",13.328028,75.797056,PM10,58,95,64
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","26-02-2026 19:00:00",13.328028,75.797056,NO2,21,27,22
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","26-02-2026 19:00:00",13.328028,75.797056,NH3,3,3,3
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","26-02-2026 19:00:00",13.328028,75.797056,SO2,2,4,3
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","26-02-2026 19:00:00",15.459706,75.008381,NH3,6,6,6
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","26-02-2026 19:00:00",15.459706,75.008381,SO2,7,9,8
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","26-02-2026 19:00:00",15.3714823,75.1160168,PM2.5,36,38,37
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","26-02-2026 19:00:00",15.3714823,75.1160168,PM10,53,55,54
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","26-02-2026 19:00:00",22.9682591,76.064118,PM10,46,160,84
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","26-02-2026 19:00:00",22.9682591,76.064118,NO2,117,134,125
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","26-02-2026 19:00:00",26.203442,78.193251,PM10,53,159,110
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","26-02-2026 19:00:00",26.203442,78.193251,CO,10,109,33
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","26-02-2026 19:00:00",26.259242,78.216432,SO2,2,21,9
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","26-02-2026 19:00:00",26.200388,78.147714,PM10,71,219,131
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","26-02-2026 19:00:00",26.200388,78.147714,SO2,7,11,9
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","26-02-2026 19:00:00",22.7289,75.8076,SO2,3,5,4
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","26-02-2026 19:00:00",23.838586,78.759431,OZONE,35,117,59
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","26-02-2026 19:00:00",24.58434363,80.8549414,NO2,12,13,13
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","26-02-2026 19:00:00",24.58434363,80.8549414,SO2,18,22,20
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","26-02-2026 19:00:00",24.108970,82.645580,NH3,NA,NA,NA
India,"Madhya Pradesh",Ujjain,"Mahashweta Nagar, Ujjain - MPPCB","26-02-2026 19:00:00",23.1633321,75.800225,PM10,41,173,87
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","26-02-2026 19:00:00",19.10122,74.73339,CO,26,115,36
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","26-02-2026 19:00:00",20.9402359,77.7895248,PM10,69,89,77
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","26-02-2026 19:00:00",20.9402359,77.7895248,NH3,3,3,3
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","26-02-2026 19:00:00",20.9402359,77.7895248,SO2,11,41,16
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","26-02-2026 19:00:00",20.9402359,77.7895248,OZONE,13,75,67
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","26-02-2026 19:00:00",20.939198,77.765701,NH3,2,10,4
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","26-02-2026 19:00:00",23.218135,79.957770,PM2.5,17,97,53
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","26-02-2026 19:00:00",23.218135,79.957770,NO2,15,87,42
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","26-02-2026 19:00:00",23.50016,80.23284,PM10,49,322,139
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","26-02-2026 19:00:00",23.50016,80.23284,NH3,4,9,6
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","26-02-2026 19:00:00",22.624758,75.675238,PM2.5,37,241,109
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","26-02-2026 19:00:00",22.4310,75.5213,OZONE,1,23,10
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","26-02-2026 19:00:00",22.6780,75.8559,NH3,1,7,2
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","26-02-2026 19:00:00",23.163174,79.973061,OZONE,6,48,39
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","26-02-2026 19:00:00",18.9767,72.8380,NH3,5,21,10
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","26-02-2026 19:00:00",18.9767,72.8380,CO,31,43,35
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","26-02-2026 19:00:00",19.11074,72.86084,PM2.5,22,72,48
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","26-02-2026 19:00:00",19.11074,72.86084,PM10,53,120,78
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","26-02-2026 19:00:00",19.11074,72.86084,NO2,42,103,69
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","26-02-2026 19:00:00",19.0364585,72.8954371,PM10,33,72,53
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","26-02-2026 19:00:00",19.0364585,72.8954371,NO2,20,53,35
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","26-02-2026 19:00:00",19.0364585,72.8954371,CO,2,28,3
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","26-02-2026 19:00:00",19.0364585,72.8954371,OZONE,1,28,22
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","26-02-2026 19:00:00",19.10078,72.87462,PM10,38,79,53
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","26-02-2026 19:00:00",19.04946,72.9230,NO2,13,46,22
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","26-02-2026 19:00:00",18.897756,72.813320,NO2,34,182,69
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","26-02-2026 19:00:00",18.897756,72.813320,OZONE,8,61,43
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","26-02-2026 19:00:00",19.137500,72.915056,PM2.5,4,20,11
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","26-02-2026 19:00:00",19.137500,72.915056,PM10,4,20,11
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","26-02-2026 19:00:00",19.060498,72.923356,NH3,3,13,5
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","26-02-2026 19:00:00",19.060498,72.923356,SO2,1,11,5
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","26-02-2026 19:00:00",19.000083,72.813993,PM2.5,14,44,30
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","26-02-2026 19:00:00",19.000083,72.813993,NO2,33,101,51
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","26-02-2026 19:00:00",19.19709,72.82204,PM2.5,4,65,23
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","26-02-2026 19:00:00",19.19709,72.82204,CO,8,40,13
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","26-02-2026 19:00:00",18.96702,72.84214,PM2.5,12,60,30
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","26-02-2026 19:00:00",18.96702,72.84214,PM10,21,71,45
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","26-02-2026 19:00:00",18.96702,72.84214,NO2,36,108,71
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","26-02-2026 19:00:00",19.1878657,72.8304069,PM2.5,12,44,30
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","26-02-2026 19:00:00",19.1750,72.9419,NO2,18,29,22
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","26-02-2026 19:00:00",19.1750,72.9419,NH3,3,4,3
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","26-02-2026 19:00:00",19.786089,72.757971,PM2.5,19,118,68
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","26-02-2026 19:00:00",19.786089,72.757971,NO2,7,56,23
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","26-02-2026 19:00:00",19.786089,72.757971,NH3,5,12,8
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","26-02-2026 19:00:00",19.962900,79.298714,PM2.5,24,165,65
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","26-02-2026 19:00:00",19.9775302,79.2337086,NO2,5,24,14
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","26-02-2026 19:00:00",20.918946,74.776388,PM10,15,80,44
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","26-02-2026 19:00:00",20.918946,74.776388,NH3,2,3,2
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","26-02-2026 19:00:00",19.083694,72.920967,SO2,1,2,1
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","26-02-2026 19:00:00",19.215859,72.831718,NO2,6,39,17
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","26-02-2026 19:00:00",19.215859,72.831718,CO,16,60,18
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","26-02-2026 19:00:00",19.215859,72.831718,OZONE,2,27,24
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","26-02-2026 19:00:00",19.0632143,72.8456324,NH3,6,14,10
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","26-02-2026 19:00:00",19.0632143,72.8456324,OZONE,2,29,21
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","26-02-2026 19:00:00",19.1653323,72.922099,SO2,1,7,4
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","26-02-2026 19:00:00",16.7143745,74.2426398,PM2.5,13,56,33
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","26-02-2026 19:00:00",16.7143745,74.2426398,SO2,2,6,3
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","26-02-2026 19:00:00",18.39963,76.57452,PM10,51,169,92
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","26-02-2026 19:00:00",18.39963,76.57452,SO2,1,7,5
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","26-02-2026 19:00:00",20.555712,74.529236,NH3,1,1,1
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","26-02-2026 19:00:00",19.296481,72.840923,PM10,10,121,46
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","26-02-2026 19:00:00",19.296481,72.840923,SO2,12,16,14
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","26-02-2026 19:00:00",19.296481,72.840923,CO,10,65,10
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","26-02-2026 19:00:00",19.296481,72.840923,OZONE,1,20,12
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","26-02-2026 19:00:00",19.065931,72.862131,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","26-02-2026 19:00:00",19.065931,72.862131,NH3,NA,NA,NA
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","26-02-2026 19:00:00",19.23241,72.86895,CO,28,56,37
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","26-02-2026 19:00:00",19.23241,72.86895,OZONE,13,83,67
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","26-02-2026 19:00:00",19.8389439,75.244448,PM10,NA,NA,NA
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","26-02-2026 19:00:00",19.8389439,75.244448,SO2,NA,NA,NA
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","26-02-2026 19:00:00",19.16485,73.23409,PM10,70,134,95
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","26-02-2026 19:00:00",19.0243902,73.0406721,NO2,46,64,54
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","26-02-2026 19:00:00",19.0243902,73.0406721,OZONE,1,34,24
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","26-02-2026 19:00:00",21.001264,75.565602,NH3,2,3,2
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","26-02-2026 19:00:00",19.192056,72.9585188,CO,36,76,45
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","26-02-2026 19:00:00",19.950220,73.731480,OZONE,4,40,32
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","26-02-2026 19:00:00",19.9591346,73.7788008,PM10,23,87,48
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","26-02-2026 19:00:00",19.090337,73.014232,OZONE,1,29,19
